query	no	token	pos
전주 여행	127	여수	NNG
전주 여행	127	여수	NNG
전주 여행	127	제주	NNP
전주 여행	127	제주도	NNP
전주 여행	127	전문	NNG
전주 여행	127	언서	NNG
전주 여행	127	주달	NNG
전주 여행	127	봉이	NNG
전주 여행	127	입니다	VCP+EF
전주 여행	127	코스	NNG
전주 여행	128	코스	NNG
전주 여행	128	세요	EP+EF
전주 여행	128	ㅜㅜ	UNKNOWN
전주 여행	128	코스	NNG
전주 여행	128	드릴	VX+ETM
전주 여행	128	습니다	EF
전주 여행	128	역사	NNG
전주 여행	128	유적지	NNG
전주 여행	128	전통문화	NNG
전주 여행	128	빛나	VV
전주 여행	128	으로	JKB
전주 여행	128	유명	XR
전주 여행	128	한데요	XSA+EF
전주 여행	128	먼저	MAG
전주 여행	128	한옥마을	NNP
전주 여행	128	방문	NNG
전주 여행	128	아름다움	VA+ETN
전주 여행	128	느낄	VV+ETM
전주 여행	128	습니다	EF
전주 여행	128	시작	NNG
전주 여행	128	라고	EC
전주 여행	128	한옥	NNG
전주 여행	128	마을	NNG
전주 여행	128	에서	JKB
전주 여행	129	대중교통	NNG
전주 여행	129	이랑	JC
전주 여행	129	렌트카	NNG
전주 여행	129	어떤	MM
전주 여행	129	을까요	EF
전주 여행	129	움직이	VV
전주 여행	129	편할지	VA+EC
전주 여행	129	대중교통	NNG
전주 여행	129	편할지	VA+EC
전주 여행	129	알려	VV+EC
전주 여행	129	세요	EP+EF
전주 여행	129	교통	NNG
전주 여행	129	상황	NNG
전주 여행	129	어떤지	VA+EC
전주 여행	129	궁금	XR
전주 여행	129	합니다	XSA+EF
전주 여행	129	맛집	NNG
전주 여행	129	국내	NNG
전주 여행	129	주달	NNG
전주 여행	129	티비	NNG
전주 여행	129	코스	NNG
전주 여행	129	여수	NNG
전주 여행	129	여수	NNG
전주 여행	129	제주	NNP
전주 여행	130	가시	VV
전주 여행	130	는군요	EC
전주 여행	130	그렇	VA
전주 여행	130	다면	EC
전주 여행	130	에서	JKB
전주 여행	130	연인	NNG
전주 여행	130	제일	MAG
전주 여행	130	많이	MAG
전주 여행	130	추천	NNG
전주 여행	130	드리	VX
전주 여행	130	습니다	EF
전주 여행	130	한옥마을	NNP
전주 여행	130	동물원	NNP
전주 여행	130	한국도로공사	NNP
전주 여행	130	수목원	NNG
전주 여행	130	향교	NNP
전주 여행	130	덕진	NNP
전주 여행	130	공원	NNG
전주 여행	131	관련	NNG
전주 여행	131	맛집	NNG
전주 여행	131	국내	NNG
전주 여행	131	주달	NNG
전주 여행	131	티비	NNG
전주 여행	131	코스	NNG
전주 여행	131	여수	NNG
전주 여행	131	여수	NNG
전주 여행	131	제주	NNP
전주 여행	131	제주도	NNP
전주 여행	131	전문	NNG
전주 여행	131	언서	NNG
전주 여행	131	주달	NNG
전주 여행	131	봉이	NNG
전주 여행	131	입니다	VCP+EF
전주 여행	131	주말	NNG
전주 여행	131	인지	VCP+EC
전주 여행	131	평일	NNG
전주 여행	131	인지	VCP+EC
전주 여행	131	따라	VV+EC
전주 여행	131	다릅니다	VA+EC
전주 여행	132	려고	EC
전주 여행	132	vs	SL
전주 여행	132	어떤	MM
전주 여행	132	적당	XR
전주 여행	132	할지	XSA+EC
전주 여행	132	추천	NNG
전주 여행	132	세요	EP+EF
전주 여행	132	맛집	NNG
전주 여행	132	국내	NNG
전주 여행	132	주달	NNG
전주 여행	132	티비	NNG
전주 여행	132	코스	NNG
전주 여행	132	여수	NNG
전주 여행	132	여수	NNG
전주 여행	132	제주	NNP
전주 여행	132	제주도	NNP
전주 여행	132	전문	NNG
전주 여행	132	언서	NNG
전주 여행	132	주달	NNG
전주 여행	132	봉이	NNG
전주 여행	132	입니다	VCP+EC
전주 여행	133	이번	NNG
전주 여행	133	처음	MAG
전주 여행	133	는데	EC
전주 여행	133	추천	NNG
전주 여행	133	세요	EP+EF
전주 여행	133	은데	EC
전주 여행	133	위주	NNG
전주 여행	133	해요	VX+EF
전주 여행	133	트레	NNP
전주 여행	133	해요	VX+EF
전주 여행	133	계획	NNG
전주 여행	133	군요	EF
전주 여행	133	다양	XR
전주 여행	133	볼거리	NNG
전주 여행	134	경비	NNG
전주 여행	134	식비	NNG
전주 여행	134	교통비	NNG
전주 여행	134	잡혀서	VV+EC
전주 여행	134	마실	VV+ETM
전주 여행	134	건데	NNB+VCP+EC
전주 여행	134	많이	MAG
전주 여행	134	마셔서	VV+EC
전주 여행	134	술값	NNG
전주 여행	134	으로	JKB
전주 여행	134	마실	VV+ETM
전주 여행	134	아요	EF
전주 여행	134	맛집	NNG
전주 여행	134	국내	NNG
전주 여행	134	주달	NNG
전주 여행	134	티비	NNG
전주 여행	134	코스	NNG
전주 여행	134	여수	NNG
전주 여행	134	여수	NNG
전주 여행	135	비용	NNG
전주 여행	135	맛집	NNG
전주 여행	135	국내	NNG
전주 여행	135	주달	NNG
전주 여행	135	티비	NNG
전주 여행	135	코스	NNG
전주 여행	135	여수	NNG
전주 여행	135	여수	NNG
전주 여행	135	제주	NNP
전주 여행	135	제주도	NNP
전주 여행	135	전문	NNG
전주 여행	135	언서	NNG
전주 여행	135	주달	NNG
전주 여행	135	봉이	NNG
전주 여행	135	입니다	VCP+EF
전주 여행	135	한옥마을	NNP
전주 여행	135	입장료	NNG
전주 여행	135	따로	MAG
전주 여행	135	습니다	EF
전주 여행	135	기본	NNG
전주 여행	136	친구	NNG
전주 여행	136	친구	NNG
전주 여행	136	려고	EC
전주 여행	136	합니다	VX+EC
전주 여행	136	호텔	NNG
전주 여행	136	맛집	NNG
전주 여행	136	추천	NNG
전주 여행	136	세요	EP+EF
전주 여행	136	호텔	NNG
전주 여행	136	시설	NNG
전주 여행	136	괜찮	VA
전주 여행	136	깨끗	XR
전주 여행	136	했으면	XSA+EP+EC
전주 여행	136	어요	EF
전주 여행	136	한옥	NNP
전주 여행	136	어도	EC
전주 여행	136	괜찮	VA
전주 여행	136	아요	EF
전주 여행	136	침대	NNG
전주 여행	136	어요	EF
전주 여행	136	맛집	NNG
전주 여행	136	양식	NNG
전주 여행	136	중식	NNG
전주 여행	136	일식	NNG
전주 여행	136	상관없	VA
전주 여행	136	습니다	EF
전주 여행	136	비용	NNG
전주 여행	136	인당	NNG
전주 여행	137	크리스마스	NNG
전주 여행	137	맛집	NNG
전주 여행	137	국내	NNG
전주 여행	137	주달	NNG
전주 여행	137	티비	NNG
전주 여행	137	코스	NNG
전주 여행	137	여수	NNG
전주 여행	137	여수	NNG
전주 여행	137	제주	NNP
전주 여행	137	제주도	NNP
전주 여행	137	전문	NNG
전주 여행	137	언서	NNG
전주 여행	137	주달	NNG
전주 여행	137	봉이	NNG
전주 여행	137	입니다	VCP+EF
전주 여행	137	코스	NNG
전주 여행	137	한옥	NNG
전주 여행	137	마을	NNG
전주 여행	137	에서부터	JKB
전주 여행	137	시작	NNG
전주 여행	138	~.~	SY
전주 여행	138	질문	NNG
전주 여행	138	일정	NNG
전주 여행	138	관련	NNG
전주 여행	138	답변	NNG
전주 여행	138	드리	VV
전주 여행	138	도록	EC
전주 여행	138	습니다	EF
전주 여행	138	가실	NNG
전주 여행	138	계획	NNG
전주 여행	138	너무	MAG
전주 여행	138	귀찮	VA
전주 여행	138	에서	JKB
전주 여행	138	즐길	VV+ETM
전주 여행	138	준비	NNG
전주 여행	138	어요	EF
전주 여행	138	아래	NNG
전주 여행	138	일정	NNG
전주 여행	138	참고	NNG
전주 여행	138	즐거운	VA+ETM
전주 여행	138	바라	VV
전주 여행	139	초등	NNG
전주 여행	139	학년	NNG
전주 여행	139	210	SN
전주 여행	139	수학	NNG
전주 여행	139	코스	NNG
전주 여행	139	관광	NNG
전주 여행	139	달인	NNG
전주 여행	139	주달	NNG
전주 여행	139	봉이	NNG
전주 여행	139	께서	JKS
전주 여행	139	코스	NNG
전주 여행	139	추천	NNG
전주 여행	139	대단히	MAG
전주 여행	139	감사	NNG
전주 여행	139	드리	VV
전주 여행	139	습니다	EF
전주 여행	139	맛집	NNG
전주 여행	139	국내	NNG
전주 여행	139	주달	NNG
전주 여행	139	티비	NNG
전주 여행	139	코스	NNG
전주 여행	139	여수	NNG
전주 여행	139	여수	NNG
전주 여행	139	제주	NNP
전주 여행	140	혼자	NNG
전주 여행	140	코스	NNG
전주 여행	140	질문	NNG
전주 여행	140	정보	NNG
전주 여행	140	정리	NNG
전주 여행	140	습니다	EF
전주 여행	140	참고	NNG
전주 여행	140	세요	EP+EF
전주 여행	140	에서	JKB
전주 여행	140	덕진	NNP
전주 여행	140	공원	NNG
전주 여행	140	추천	NNP
전주 여행	140	덕진	NNP
전주 여행	140	공원	NNG
전주 여행	140	터미널	NNG
전주 여행	140	에서	JKB
전주 여행	140	가장	MAG
전주 여행	140	가까운	VA+ETM
전주 여행	140	에요	EF
전주 여행	140	산책	NNG
전주 여행	140	호수	NNG
전주 여행	140	공원	NNG
전주 여행	140	에요	EF
전주 여행	140	덕진	NNP
전주 여행	140	공원	NNG
전주 여행	140	생략	NNG
전주 여행	140	곧바로	MAG
전주 여행	140	남부	NNG
전주 여행	140	시장	NNG
전주 여행	141	전시회	NNG
전주 여행	141	추천	NNG
전주 여행	141	이번	NNG
전주 여행	141	남자	NNG
전주 여행	141	친구	NNG
전주 여행	141	는데요	EC
전주 여행	141	한옥마을	NNP
전주 여행	141	그래서	MAJ
전주 여행	141	갈만	NNG
전주 여행	141	공방	NNG
전주 여행	141	전시회	NNG
전주 여행	141	추천	NNG
전주 여행	141	부탁	NNG
전주 여행	141	드려요	VV+EC
전주 여행	141	안녕	NNG
전주 여행	141	세요	EP+EF
전주 여행	141	질문	NNG
전주 여행	141	관련	NNG
전주 여행	141	답변	NNG
전주 여행	141	드리	VV
전주 여행	141	도록	EC
전주 여행	141	습니다	EF
전주 여행	141	주로	MAG
전주 여행	141	봅니다	VX+EC
전주 여행	142	코스	NNG
전주 여행	142	추천	NNG
전주 여행	142	안녕	NNG
전주 여행	142	세요	EP+EF
전주 여행	142	여자	NNG
전주 여행	142	친구	NNG
전주 여행	142	예정	NNG
전주 여행	142	인데	VCP+EC
전주 여행	142	숙소	NNG
전주 여행	142	더클래식	NNP
전주 여행	142	호텔	NNG
전주 여행	142	일정	NNG
전주 여행	142	으로	JKB
전주 여행	142	습니다	EF
전주 여행	142	근데	MAJ
전주 여행	142	금요일	NNG
전주 여행	142	오후	NNG
전주 여행	142	도착	NNG
전주 여행	142	예정	NNG
전주 여행	142	이동	NNG
전주 여행	142	수단	NNG
전주 여행	142	대중교통	NNG
전주 여행	142	택시	NNG
전주 여행	142	예정	NNG
전주 여행	142	입니다	VCP+EC
전주 여행	143	각각	MAG
전주 여행	143	거리	NNG
전주 여행	143	가까운지	VA+EC
전주 여행	143	어요	EF
전주 여행	143	추석	NNG
전주 여행	143	예정	NNG
전주 여행	143	입니다	VCP+EF
전주 여행	143	갈만	NNG
전주 여행	143	추천	NNG
전주 여행	143	세요	EP+EF
전주 여행	143	맛집	NNG
전주 여행	143	국내	NNG
전주 여행	143	주달	NNG
전주 여행	143	티비	NNG
전주 여행	143	코스	NNG
전주 여행	143	여수	NNG
전주 여행	143	여수	NNG
전주 여행	143	제주	NNP
전주 여행	144	갈만	NNG
전주 여행	144	을까요	EF
전주 여행	144	맛집	NNG
전주 여행	144	국내	NNG
전주 여행	144	주달	NNG
전주 여행	144	티비	NNG
전주 여행	144	코스	NNG
전주 여행	144	여수	NNG
전주 여행	144	여수	NNG
전주 여행	144	제주	NNP
전주 여행	144	제주도	NNP
전주 여행	144	전문	NNG
전주 여행	144	언서	NNG
전주 여행	144	주달	NNG
전주 여행	144	봉이	NNG
전주 여행	144	입니다	VCP+EF
전주 여행	144	코스	NNG
전주 여행	144	한옥	NNG
전주 여행	144	마을	NNG
전주 여행	144	에서부터	JKB
전주 여행	145	코스	NNG
전주 여행	145	일정	NNG
전주 여행	145	문자	NNG
전주 여행	145	께서	JKS
전주 여행	145	봐둔	VV+EC+VX+ETM
전주 여행	145	모두	MAG
전주 여행	145	반양	NNG
전주 여행	145	시간	NNG
전주 여행	145	무리	NNG
전주 여행	145	일정	NNG
전주 여행	145	만들	VV
전주 여행	145	습니다	EF
전주 여행	145	가운데	NNG
전주 여행	145	점심	NNG
전주 여행	145	한지	XSA+EC
전주 여행	145	박물관	NNG
전주 여행	145	관광	NNG
전주 여행	145	수목원	NNG
전주 여행	145	관광	NNG
전주 여행	145	오목	MAG
전주 여행	145	관광	NNG
전주 여행	145	교동	NNP
전주 여행	145	다윈	NNP
전주 여행	146	추천	NNG
전주 여행	146	부탁	NNG
전주 여행	146	드립니다	VV+EC
전주 여행	146	12	SN
전주 여행	146	13	SN
전주 여행	146	할려구	VV+EC
전주 여행	146	합니다	VX+EC
전주 여행	146	이랑	JC
전주 여행	146	맛집	NNG
전주 여행	146	추천	NNG
전주 여행	146	부탁	NNG
전주 여행	146	드립니다	VV+EC
전주 여행	146	감사	NNG
전주 여행	146	합니다	XSV+EF
전주 여행	146	맛집	NNG
전주 여행	146	주달	NNG
전주 여행	146	티비	NNG
전주 여행	146	코스	NNG
전주 여행	146	언서	NNG
전주 여행	146	주달	NNG
전주 여행	146	봉이	NNG
전주 여행	146	입니다	VCP+EF
전주 여행	147	강아지	NNG
전주 여행	147	함께	MAG
전주 여행	147	가능	NNG
전주 여행	147	데요	EF
전주 여행	147	강아지	NNG
전주 여행	147	같이	MAG
전주 여행	147	동반	NNG
전주 여행	147	라서요	EF
전주 여행	147	혹시	MAG
전주 여행	147	강아지	NNG
전주 여행	147	같이	JKB
전주 여행	147	알려	VV+EC
전주 여행	147	세요	EP+EF
전주 여행	147	맛집	NNG
전주 여행	147	이랑	JKB
전주 여행	147	관광	NNG
전주 여행	147	반려	NNG
전주 여행	147	동물	NNG
전주 여행	147	반려	NNG
전주 여행	147	생활	NNG
전주 여행	147	입니다	VCP+EF
전주 여행	147	하늘	NNG
전주 여행	147	가을	NNG
전주 여행	147	떠나	VV
전주 여행	147	는군요	EC
전주 여행	147	강아지	NNG
전주 여행	147	함께	MAG
전주 여행	147	추억	NNG
전주 여행	148	광주	NNP
전주 여행	148	에서	JKB
전주 여행	148	감사	NNG
전주 여행	148	습니다	EF
전주 여행	148	맛집	NNG
전주 여행	148	국내	NNG
전주 여행	148	주달	NNG
전주 여행	148	티비	NNG
전주 여행	148	코스	NNG
전주 여행	148	여수	NNG
전주 여행	148	여수	NNG
전주 여행	148	제주	NNP
전주 여행	148	제주도	NNP
전주 여행	148	전문	NNG
전주 여행	148	언서	NNG
전주 여행	148	주달	NNG
전주 여행	148	봉이	NNG
전주 여행	148	입니다	VCP+EF
전주 여행	148	버스	NNG
전주 여행	148	터미널	NNG
전주 여행	148	에서	JKB
전주 여행	148	내리	VV
전주 여행	148	셔서	EP+EC
전주 여행	149	코스	NNG
전주 여행	149	세요	EP+EF
전주 여행	149	질문	NNG
전주 여행	149	일정	NNG
전주 여행	149	관련	NNG
전주 여행	149	답변	NNG
전주 여행	149	드리	VV
전주 여행	149	도록	EC
전주 여행	149	습니다	EF
전주 여행	149	친정	NNG
전주 여행	149	어머니	NNG
전주 여행	149	함께	MAG
전주 여행	149	해도	VV+EC
전주 여행	149	설레	VV
전주 여행	149	네요	EC
전주 여행	149	아래	NNG
전주 여행	149	께서	JKS
전주 여행	149	모두	MAG
전주 여행	149	즐길	VV+ETM
전주 여행	149	일정	NNG
전주 여행	149	준비	NNG
전주 여행	149	어요	EF
전주 여행	149	참고	NNG
전주 여행	149	도움	NNG
전주 여행	149	으면	EC
전주 여행	150	추천	NNG
전주 여행	150	세요	EP+EF+VCP
전주 여행	150	당일치기	NNG
전주 여행	150	추천	NNG
전주 여행	150	세요	EP+EF
전주 여행	150	당일치기	NNG
전주 여행	150	맛집	NNG
전주 여행	150	국내	NNG
전주 여행	150	주달	NNG
전주 여행	150	티비	NNG
전주 여행	150	코스	NNG
전주 여행	150	여수	NNG
전주 여행	150	여수	NNG
전주 여행	150	제주	NNP
전주 여행	150	제주도	NNP
전주 여행	150	전문	NNG
전주 여행	150	언서	NNG
전주 여행	150	주달	NNG
전주 여행	150	봉이	NNG
전주 여행	150	입니다	VCP+EC
전주 여행	151	팀조	NNP
전주 여행	151	는데	EC
전주 여행	151	이랑	JC
전주 여행	151	맛집	NNG
전주 여행	151	알려	VV+EC
전주 여행	151	세요	EP+EF
전주 여행	151	안녕	IC
전주 여행	151	세요	EP+EF
전주 여행	151	서울	NNP
전주 여행	151	지방	NNG
전주 여행	151	변호	NNG
전주 여행	151	사회	NNG
전주 여행	151	소속	NNG
전주 여행	151	으로	JKB
전주 여행	151	지식	NNG
전주 여행	151	iN	SL
전주 여행	151	법률	NNG
전주 여행	151	상담	NNG
전주 여행	151	진행	NNG
전주 여행	151	김선용	NNP
전주 여행	151	변호사	NNG
전주 여행	151	입니다	VCP+EF
전주 여행	151	알아보	VV
전주 여행	151	어려우	VA
전주 여행	151	다면	EC
전주 여행	151	스타	NNG
전주 여행	151	그램	NNG
전주 여행	151	라고	VCP+EC
전주 여행	151	검색	NNG
전주 여행	151	셔서	EP+EC
전주 여행	152	한옥마을	NNP
전주 여행	152	준비	NNG
전주 여행	152	입니다	VCP+EF
전주 여행	152	대여	NNG
전주 여행	152	천차만별	NNG
전주 여행	152	입니다	VCP+EF
전주 여행	152	기본	NNG
전주 여행	152	금액	NNG
전주 여행	152	10000	SN
전주 여행	152	부터	JX
전주 여행	152	시작	NNG
전주 여행	152	합니다	XSV+EF
전주 여행	152	시간	NNG
전주 여행	152	한복	NNG
전주 여행	152	따라서	VV+EC
전주 여행	152	가격	NNG
전주 여행	152	다릅니다	VA+EC
전주 여행	152	맛집	NNG
전주 여행	152	국내	NNG
전주 여행	152	주달	NNG
전주 여행	152	티비	NNG
전주 여행	152	코스	NNG
전주 여행	152	여수	NNG
전주 여행	152	여수	NNG
전주 여행	152	제주	NNP
전주 여행	153	고등학교	NNG
전주 여행	153	친구	NNG
전주 여행	153	당일치기	NNG
전주 여행	153	지금	MAG
전주 여행	153	고등학교	NNG
전주 여행	153	학년	NNG
전주 여행	153	친구	NNG
전주 여행	153	함께	MAG
전주 여행	153	당일	NNG
전주 여행	153	예정	NNG
전주 여행	153	인데	VCP+EC
전주 여행	153	부모	NNG
전주 여행	153	라고	VCP+EC
전주 여행	153	말씀	NNG
전주 여행	153	드리	VV
전주 여행	153	허락	NNG
전주 여행	153	을까요	EC
전주 여행	153	고등학교	NNG
전주 여행	153	시절	NNG
전주 여행	153	친구	NNG
전주 여행	153	소중	XR
전주 여행	153	추억	NNG
전주 여행	153	만들	VV
전주 여행	153	위해	VV+EC
전주 여행	153	다녀오	VV
전주 여행	153	습니다	EF
전주 여행	154	휴가	NNG
전주 여행	154	건데	NNB+VCP+EC
전주 여행	154	코스	NNG
전주 여행	154	추천	NNG
전주 여행	154	세요	EP+EF
전주 여행	154	일정	NNG
전주 여행	154	참고	NNG
전주 여행	154	으로	JKB
전주 여행	154	제시	NNG
전주 여행	154	일정	NNG
전주 여행	154	따라	VV+EC
전주 여행	154	조정	NNG
전주 여행	154	습니다	EF
전주 여행	154	또한	MAJ
전주 여행	154	음식점	NNG
전주 여행	154	웨이팅	NNG
전주 여행	154	시간	NNG
전주 여행	154	방문	NNG
전주 여행	154	시간	NNG
전주 여행	154	요일	NNG
전주 여행	154	따라	VV+EC
전주 여행	154	달라질	VV+ETM
전주 여행	154	으니	EC
전주 여행	154	참고	NNG
전주 여행	154	세요	EP+EF
전주 여행	154	즐거운	VA+ETM
전주 여행	154	바랍니다	VV+EC
전주 여행	155	여자	NNG
전주 여행	155	질문	NNG
전주 여행	155	신다면	EP+EC
전주 여행	155	다음	NNG
전주 여행	155	일정	NNG
전주 여행	155	추천	NNG
전주 여행	155	드립니다	VX+EC
전주 여행	155	Day	SL
전주 여행	155	한옥마을	NNP
전주 여행	155	전통	NNG
전주 여행	155	한옥	NNG
전주 여행	155	건물	NNG
전주 여행	155	전통	NNG
전주 여행	155	문화	NNG
전주 여행	155	경험	NNG
전주 여행	155	입니다	VCP+EF
전주 여행	155	향교	NNP
전주 여행	155	조선	NNP
전주 여행	155	시대	NNG
전주 여행	155	교육	NNG
전주 여행	155	기관	NNG
전주 여행	155	향교	NNG
전주 여행	155	습니다	EF
전주 여행	155	남부	NNG
전주 여행	155	시장	NNG
전주 여행	156	코스	NNG
전주 여행	156	세요	EP+EF
전주 여행	156	많이	MAG
전주 여행	156	급합니다	VA+EF
전주 여행	156	.!	SY
전주 여행	156	안녕	NNG
전주 여행	156	세요	EP+EF
전주 여행	156	가족	NNG
전주 여행	156	으로	JKB
전주 여행	156	려는데	EC
전주 여행	156	당장	NNG
전주 여행	156	이번	NNG
전주 여행	156	금요일	NNG
전주 여행	156	는데	EC
전주 여행	156	어딜	NP+JKO
전주 여행	156	갈지	VV+EC
전주 여행	156	몰라서	VV+EC
전주 여행	156	숙소	NNG
전주 여행	156	호텔	NNG
전주 여행	156	한옥마을	NNP
전주 여행	156	은데	EC
전주 여행	156	별로	MAG
전주 여행	156	으면서	EC
전주 여행	156	카페	NNG
전주 여행	156	투어	NNG
전주 여행	156	아닌	VCN+ETM
전주 여행	156	코스	NNG
전주 여행	156	나요	EF
전주 여행	156	스로	NNG
전주 여행	157	대둔산	NNP
전주 여행	157	케이블카	NNG
전주 여행	157	주말	NNG
전주 여행	157	사람	NNG
전주 여행	157	괜찮	VA
전주 여행	157	코스	NNG
전주 여행	157	추천	NNG
전주 여행	157	세요	EP+EF
전주 여행	157	맛집	NNG
전주 여행	157	국내	NNG
전주 여행	157	주달	NNG
전주 여행	157	티비	NNG
전주 여행	157	코스	NNG
전주 여행	157	여수	NNG
전주 여행	157	여수	NNG
전주 여행	157	제주	NNP
전주 여행	157	제주도	NNP
전주 여행	157	전문	NNG
전주 여행	158	코스	NNG
전주 여행	158	!!	SY
전주 여행	158	이미	MAG
전주 여행	158	마치	VV
전주 여행	158	복귀	NNG
전주 여행	158	네요	EF
전주 여행	158	저희	NP
전주 여행	158	지난주	NNG
전주 여행	158	당일	NNG
전주 여행	158	코스	NNG
전주 여행	158	다녀왔	VV+EP
전주 여행	158	는데요	EF
전주 여행	158	주말	NNG
전주 여행	158	라서	EC
전주 여행	158	그런지	VA+EC
전주 여행	158	관광지	NNG
전주 여행	158	사람	NNG
전주 여행	158	아서	EC
전주 여행	158	생각	NNG
전주 여행	158	처럼	JKB
전주 여행	158	많이	MAG
전주 여행	158	둘러보	VV
전주 여행	158	못해서	VX+EC
전주 여행	158	아쉽	VA
전주 여행	158	더라고요	EC
전주 여행	158	최소한	NNG
전주 여행	159	한옥마을	NNP
전주 여행	159	당일치기	NNG
전주 여행	159	질문	NNG
전주 여행	159	여수	NNP
전주 여행	159	제주도	NNP
전주 여행	159	맛집	NNG
전주 여행	159	주달	NNG
전주 여행	159	티비	NNG
전주 여행	159	코스	NNG
전주 여행	159	여수	NNG
전주 여행	159	여수	NNG
전주 여행	159	제주	NNP
전주 여행	159	제주도	NNP
전주 여행	159	전문	NNG
전주 여행	159	언서	NNG
전주 여행	159	주달	NNG
전주 여행	159	봉이	NNG
전주 여행	159	입니다	VCP+EC
전주 여행	159	7000	SN
전주 여행	159	8000	SN
전주 여행	159	흐노	NNP
전주 여행	159	마시	VV
전주 여행	159	랑게	EC
전주 여행	159	전망	NNG
전주 여행	160	혼자	NNG
전주 여행	160	아무래도	MAG
전주 여행	160	사람	NNG
전주 여행	160	으면	EC
전주 여행	160	맛집	NNG
전주 여행	160	에서	JKB
전주 여행	160	혼자	MAG
전주 여행	160	아서	EC
전주 여행	160	중순	NNG
전주 여행	160	즐기	VV
전주 여행	160	계절	NNG
전주 여행	160	입니다	VCP+EF
전주 여행	160	하지만	MAJ
전주 여행	160	현재	NNG
전주 여행	160	코로나	NNP
전주 여행	160	19	SN
전주 여행	160	인해	VV+EC
전주 여행	160	여행객	NNG
전주 여행	160	줄어들	VV
전주 여행	160	으므로	EC
전주 여행	160	사람	NNG
전주 여행	160	으로	JKB
전주 여행	160	예상	NNG
전주 여행	160	됩니다	XSV+EF
전주 여행	160	맛집	NNG
전주 여행	161	이번	NNG
전주 여행	161	16	SN
전주 여행	161	친구	NNG
전주 여행	161	하고	JC
전주 여행	161	는데	EC
전주 여행	161	궁금	XR
전주 여행	161	아서	EC
전주 여행	161	하나하나	MAG
전주 여행	161	답장	NNG
전주 여행	161	감사	NNG
전주 여행	161	습니다	EF
전주 여행	161	여수	NNP
전주 여행	161	에서	JKB
전주 여행	161	KTX	SL
전주 여행	161	왕복	NNG
전주 여행	161	기차표	NNG
전주 여행	161	얼마	NNG
전주 여행	161	인가요	VCP+EC
전주 여행	161	을까요	EC
전주 여행	162	월요일	NNG
전주 여행	162	휴무	NNG
전주 여행	162	나요	EF
전주 여행	162	맛집	NNG
전주 여행	162	국내	NNG
전주 여행	162	주달	NNG
전주 여행	162	티비	NNG
전주 여행	162	코스	NNG
전주 여행	162	여수	NNG
전주 여행	162	여수	NNG
전주 여행	162	제주	NNP
전주 여행	162	제주도	NNP
전주 여행	162	전문	NNG
전주 여행	162	언서	NNG
전주 여행	162	주달	NNG
전주 여행	162	봉이	NNG
전주 여행	162	입니다	VCP+EF
전주 여행	162	걱정	NNG
전주 여행	162	셔도	EP+EC
전주 여행	162	셔요	EC
전주 여행	162	대부분	NNG
전주 여행	162	오픈	NNG
전주 여행	162	합니다	XSV+EC
전주 여행	163	내일	MAG
전주 여행	163	당일치기	NNG
전주 여행	163	부모	NNG
전주 여행	163	맛집	NNG
전주 여행	163	국내	NNG
전주 여행	163	주달	NNG
전주 여행	163	티비	NNG
전주 여행	163	코스	NNG
전주 여행	163	여수	NNG
전주 여행	163	여수	NNG
전주 여행	163	제주	NNP
전주 여행	163	제주도	NNP
전주 여행	163	전문	NNG
전주 여행	163	언서	NNG
전주 여행	163	주달	NNG
전주 여행	163	봉이	NNG
전주 여행	163	입니다	VCP+EF
전주 여행	163	바다	NNP
전주 여행	163	군산	NNP
전주 여행	163	새만금	NNP
전주 여행	163	돌아보	VV
전주 여행	164	갈만	NNG
전주 여행	164	숙소	NNG
전주 여행	164	한옥마을	NNP
전주 여행	164	게스트	NNP
전주 여행	164	하우스	NNP
전주 여행	164	안녕	NNG
전주 여행	164	세요	EP+EF
전주 여행	164	가족	NNG
전주 여행	164	함께	MAG
전주 여행	164	려고	EC
전주 여행	164	합니다	VX+EF
전주 여행	164	한옥마을	NNP
전주 여행	164	유명	XR
전주 여행	164	한번	MAG
전주 여행	164	했었	VX+EP
전주 여행	164	는데	EC
전주 여행	164	이번	NNG
전주 여행	164	기회	NNG
전주 여행	164	다녀와	VV+EC
전주 여행	164	려구요	EC
전주 여행	164	전라도	NNP
전주 여행	164	음식	NNG
전주 여행	164	맛있	VA
전주 여행	164	다고	EC
전주 여행	164	전라도	NNP
전주 여행	164	대표	NNG
전주 여행	164	음식	NNG
전주 여행	164	아니	VCN
전주 여행	164	맛집	NNG
전주 여행	165	코스	NNG
전주 여행	165	추천	NNG
전주 여행	165	코스	NNG
전주 여행	165	추천	NNG
전주 여행	165	여수	NNP
전주 여행	165	맛집	NNG
전주 여행	165	여수	NNG
전주 여행	165	주달	NNG
전주 여행	165	티비	NNG
전주 여행	165	코스	NNG
전주 여행	165	여수	NNG
전주 여행	165	여수	NNG
전주 여행	165	언서	NNG
전주 여행	165	주달	NNG
전주 여행	165	봉이	NNG
전주 여행	165	입니다	VCP+EF
전주 여행	165	코스	NNG
전주 여행	165	대부분	NNG
전주 여행	165	한옥	NNG
전주 여행	165	마을	NNG
전주 여행	165	에서	JKB
전주 여행	165	시작	NNG
전주 여행	165	합니다	VV+EC
전주 여행	166	볼거리	NNG
전주 여행	166	이번	NNG
전주 여행	166	거리	NNG
